Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240101070001,0,1016.73,17.5,86.99,470.83,0.08
20240101071001,0,1016.77,17.57,86.97,659.67,0.14
20240101072001,0.68,1016.92,17.63,86.18,889.67,0.25
20240101073001,0.61,1016.99,17.74,85.41,1263.83,0.45
20240101074001,0,1017.09,17.9,85.41,2136.83,1.13
20240101075001,0,1017.27,18.13,85.19,2598,1.6
20240101080001,0,1017.42,18.29,84.38,2160.17,1.18
20240101081001,0,1017.44,18.3,83.79,2424.67,1.44
20240101082001,0,1017.55,18.28,84.88,3204.5,2.37
20240101083001,1.83,1017.64,18.23,85.92,4376.42,4.18
20240101084001,0.38,1017.75,18.48,85.48,6681.33,9.76
20240101085001,1.43,1017.91,18.77,87.74,6693.83,11.86
20240102070001,0,1014.65,12.99,100,4352.58,8.3
20240102071001,0.07,1014.81,14.44,100,8052.67,35.99
20240102072001,0.39,1014.85,15.55,100,8764,28.9
20240102073001,0.11,1014.92,16.24,100,15173.17,101.45
20240102074001,0.06,1014.98,18.97,100,25676.25,265.02
20240102075001,0.11,1014.91,22.21,90.75,32754.75,386.96
20240102080001,0.29,1014.86,24.48,71.4,39953.71,513.66
20240102081001,0.42,1014.87,25.97,63.99,46366.74,635.5
20240102082001,0.32,1014.81,27.1,59.17,52176.04,767.84
20240102083001,0.72,1014.8,27.78,55.52,57116.18,908.43
20240102084001,0.98,1014.8,28.2,52.96,60843.08,1006.15
20240102085001,0.1,1014.85,29.01,52.95,66731.44,1164.03
20240103070001,0.71,1011.79,15.44,100,1389.42,0.56
20240103071001,1.7,1011.84,15.65,100,2028.33,1.15
20240103072001,1.1,1011.93,15.86,100,2586.08,1.78
20240103073001,1.06,1011.96,16.17,100,3726.58,3.58
20240103074001,0.71,1012.05,16.48,100,5264.83,6.63
20240103075001,0.38,1012.19,16.9,100,6447.67,9.9
20240103080001,0.42,1012.33,17.52,100,9641.75,21.8
20240103081001,0.2,1012.42,18.38,100,13379,40.93
20240103082001,0.76,1012.56,19.48,100,13697.58,45.73
20240103083001,0.28,1012.55,20.29,98.06,16763.25,64.55
20240103084001,0.07,1012.56,20.99,92.8,19599.42,87.15
20240103085001,0.16,1012.64,22.33,85.58,24937.17,140.44
20240104070001,3.29,1016.18,14.52,100,1572,0.67
20240104071001,3.43,1016.26,14.73,100,2356.58,1.42
20240104072001,3.48,1016.39,14.98,100,3137.92,2.45
20240104073001,3.65,1016.5,15.21,100,4038.75,4
20240104074001,3.96,1016.54,15.53,98.97,5088.67,6.24
20240104075001,0.8,1016.66,15.78,95.63,5937.08,8.42
20240104080001,0,1016.82,16.03,92.73,6521.33,9.97
