Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240221070009,0,1013.89,23.06,72.65,3844.58,2.85
20240221071009,0.07,1014.01,23.39,72.08,6226.67,5.45
20240221072009,0.18,1014.2,25.21,64.98,37923.13,231.07
20240221073009,0.44,1014.43,30.15,47.94,47846.65,429.49
20240221074009,0.02,1014.48,33.74,39.88,56587,579.89
20240221075009,0,1014.58,36.42,34.38,64114.83,716.03
20240221080009,0,1014.53,38.49,30.8,70927.87,847.34
20240221081009,0,1014.54,39.64,28.27,77160.33,973.83
20240221082009,0.16,1014.63,39.93,27.13,83198.36,1088.65
20240221083009,0.06,1014.66,39.55,26.52,89280.97,1198.71
20240221084009,0.09,1014.75,40.89,24.88,95518.28,1305.07
20240221085009,0.11,1014.79,41.72,24.12,100466.51,1374.89
20240222070009,0,1014.37,24.4,65.66,4966.58,5.2
20240222071009,0,1014.44,24.82,64.28,7054.75,10.41
20240222072009,0,1014.51,25.18,63.22,6536,7.41
20240222073009,0,1014.61,26,60.26,14439.25,58.23
20240222074009,0,1014.7,28.36,53.15,18531.08,70.52
20240222075009,0,1014.86,30.38,47.75,27815.32,185.08
20240222080009,0.08,1014.88,28.47,51.06,13347.67,28.78
20240222081009,0.09,1015,32.78,42.81,69825.13,868.78
20240222082009,0,1015.09,37.67,33.11,69305.25,851.56
20240222083009,0.23,1015.07,39.27,29.08,78821.72,971.22
20240222084009,0,1015.15,39.11,28.88,71651.65,913.56
20240222085009,0.23,1015.27,42.06,24.56,95049.48,1260.82
20240224070009,0,1018.81,20.97,75.96,507.75,0.09
20240224071009,0,1018.82,20.91,76.34,870.17,0.18
20240224072009,0,1018.86,20.99,76.12,1106.58,0.28
20240224073009,0,1018.89,21.04,76.29,2044.75,0.67
20240224074009,0,1019.04,21.24,75.7,2433.17,1.04
20240224075009,0,1019.12,21.36,75.32,3562.25,2.41
20240224080009,0,1019.23,21.49,74.71,3827.33,1.96
20240224081009,0,1019.32,21.48,74.81,4528.61,3.19
20240224082009,0,1019.35,21.77,73.9,5772.25,4.44
20240224083009,0,1019.3,22.12,72.25,7292.17,9.6
20240224084009,0,1019.34,22.51,70.62,9754.08,16.1
20240224085009,0,1019.34,22.75,69.26,8578.58,12.73
20240225070009,0,1018.48,18.68,87.78,581.42,0.13
20240225071009,0,1018.59,18.86,87.43,869.58,0.23
20240225072009,0,1018.62,19.07,86.27,1148.5,0.35
20240225073009,0.02,1018.67,19.11,85.82,1371.58,0.43
20240225074009,0.02,1018.78,19.25,85.55,1641.17,0.53
20240225075009,0.03,1018.94,19.25,85.34,1540.93,0.47
20240225080009,0,1019.05,19.19,85.19,1717.83,0.53
20240225081009,0,1019.24,19.25,85,1565.42,0.45
20240225082009,0.02,1019.33,19.17,83.22,1691.75,0.58
20240225083009,0.06,1019.4,19.08,82.99,1887.67,0.6
20240225084009,0.04,1019.5,19.08,82.63,1950.25,0.74
20240225085009,0,1019.56,19.23,82.38,2305.25,1
20240227070009,0,1018.86,17.8,81.42,2307.75,0.91
20240227071009,0.09,1018.9,17.9,81.07,2680.17,1.55
20240227072009,0.03,1018.99,18.08,80.13,3576.08,2.17
20240227073009,0.03,1019.08,18.24,79.44,4107.75,2.89
20240227074009,0.07,1019.15,18.41,78.68,4081.5,3.36
20240227075009,0.05,1019.16,18.43,79.27,5484.34,4.88
20240227080009,0,1019.14,18.68,78.67,6394.58,6.35
20240227081009,0,1019.23,19.01,77.42,7397.83,9.73
20240227082009,0,1019.31,19.18,76.74,8523.71,9.05
20240227083009,0,1019.44,19.45,76.01,8265,12.1
20240227084009,0,1019.47,19.77,74.35,11649.42,19.51
20240227085009,0,1019.42,20.25,72.66,12552.75,22.21
20240228070009,0,1017.24,18.14,82.59,4945.92,4.72
20240228071009,0,1017.41,18.41,81.72,6586.58,7.26
20240228072009,0,1017.47,18.95,80.24,8511.92,11.76
20240228073009,0,1017.58,19.53,78.25,14981.58,25.63
