Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240106070008,0,1016.6,14.46,82.03,1211.08,0.15
20240106071008,0,1016.64,14.38,82.65,1626.58,0.3
20240106072008,0,1016.76,14.37,83,2048.75,0.52
20240106073008,0,1016.93,14.67,82,2479.58,0.83
20240106074008,0,1017.08,14.77,82.2,3151.17,1.59
20240106075008,0,1017.28,15.18,80.32,4026.3,2.5
20240106080008,0,1017.27,15.52,78.94,3958.5,2.42
20240106081008,0,1017.47,15.79,78.48,4130.42,2.57
20240106082008,0,1017.65,16.09,77.5,4969.58,3.77
20240106083008,0,1017.6,16.45,75.53,5688.83,5.22
20240106084008,0.15,1017.6,16.86,73.84,5093.92,4.05
20240106085008,0.77,1017.61,17.05,73.56,5380.67,4.72
20240107070008,0,1018.59,19.12,75.38,239.92,0.01
20240107071008,0,1018.72,19.23,74.96,351.25,0.02
20240107072008,0,1018.94,19.01,75.7,536.42,0.05
20240107073008,0,1019.16,19.16,75.47,551.33,0.04
20240107074008,0,1019.39,18.84,76.23,501,0.04
20240107075008,0,1019.48,18.79,76.6,897.17,0.14
20240107080008,0,1019.5,19.09,75.49,1082.08,0.2
20240107081008,0,1019.71,19.37,73.69,1213.75,0.27
20240107082008,0,1019.71,19.5,72.5,1095.33,0.2
20240107083008,0,1019.76,19.52,72.16,1385.08,0.33
20240107084008,0,1019.92,19.52,70.88,995.75,0.17
20240107085008,0,1020.03,19.6,69.7,1166.17,0.23
20240108070008,0,1018.33,16.64,80.21,1434.83,0.4
20240108071008,0,1018.36,16.85,79.66,2103.5,0.85
20240108072008,0,1018.38,17.03,78.47,2730.42,1.35
20240108073008,0,1018.38,17.03,77.9,2730,1.23
20240108074008,0,1018.45,16.97,78.35,2519.07,0.95
20240108075008,0,1018.54,17.22,78.16,3968.92,2.79
20240108080008,0,1018.56,17.16,78.84,4339.17,3.2
20240108081008,0,1018.66,17.31,78.57,5713,5.65
20240108082008,0,1018.58,17.64,75.72,6388.25,7.08
20240108083008,0,1018.63,18.13,73.53,6960.75,8.63
20240108084008,0,1018.8,18.55,71.99,9155.08,15.31
20240108085008,0,1019.02,18.66,71.91,9272.92,15.69
20240109070008,0,1013.3,15.79,85.43,959,0.11
20240109071008,0,1013.29,15.84,84.88,1402.58,0.27
20240109072008,0.61,1013.43,16.16,83.41,2120.75,0.79
20240109073008,0.99,1013.58,16.33,83.06,1943.42,0.56
20240109074008,0.12,1013.69,16.22,84.12,1871.58,0.44
20240109075008,0,1013.77,16.15,84.58,2119.08,0.52
20240109080008,0,1013.8,16.15,84.9,2537.17,0.84
20240109081008,0.07,1013.88,16.25,84.42,3096.42,1.34
20240109082008,0,1013.9,16.39,83.26,4126,2.45
20240109083008,0.26,1013.86,16.78,81.56,4530.25,3.31
20240109084008,0.52,1013.82,17.33,79.45,4976.75,4.32
20240109085008,1.17,1013.83,17.82,77.87,5210.75,4.72
20240110070008,0,1012.71,18.91,84.99,522.58,0.07
20240110071008,0,1012.86,18.94,84.33,814.33,0.14
20240110072008,0,1012.92,19.09,83.76,936.33,0.17
20240110073008,0,1012.98,19.16,83.42,906.25,0.14
20240110074008,0,1013.11,19.16,84.07,974.17,0.16
20240110075008,0,1013.3,19.18,84.49,1224.25,0.27
20240110080008,0,1013.42,19.44,83.86,1323,0.35
20240110081008,0,1013.56,19.68,82.62,2256.17,0.95
20240110082008,0,1013.69,20,81.11,3640.58,2.57
20240110083008,0,1013.88,20.26,80.16,3606.11,2.49
20240110084008,0,1013.94,20.62,78.93,6921.92,9.08
20240110085008,0,1014.04,20.79,75.5,6906.92,9.22
20240111070008,0,1018.1,16.1,68.51,702.5,0.1
20240111071008,0,1018.2,16.29,67.95,1232.42,0.3
20240111072008,0,1018.29,16.63,67.24,1669.58,0.54
20240111073008,0,1018.41,16.96,66.35,2227.33,1
20240111074008,0,1018.52,17.09,66.39,2840.33,1.54
20240111075008,0,1018.61,16.59,67.23,3620.92,2.48
20240111080008,0,1018.71,16.35,67.78,4051.33,3.11
20240111081008,0,1018.79,16.76,65.82,4532.33,4
20240111082008,0,1018.85,16.54,65.8,5113.08,5.06
20240111083008,0,1018.9,16.44,67.04,5771.42,6.45
20240111084008,0,1018.94,16.52,67.26,6498.58,8.16
20240111085008,0,1018.96,16.88,65.68,6749.42,8.8
20240112070008,0,1016.35,13.8,78.17,622.75,0.06
20240112071008,0.64,1016.41,13.96,77.26,1141.67,0.25
20240112072008,0,1016.47,14.06,77.06,1626.42,0.5
20240112073008,0,1016.53,14.16,76.83,2101.58,0.88
20240112074008,0,1016.56,14.35,76.13,2965.42,1.68
20240112075008,0,1016.67,14.45,76.06,3676.08,2.66
20240112080008,0,1016.69,14.66,75.58,4403,3.84
20240112081008,1.81,1016.7,14.85,75.1,5446.83,5.75
20240112082008,0.54,1016.71,15.1,75.25,7174.58,10.2
20240112083008,0,1016.77,15.32,74.25,7764.17,11.59
20240112084008,0,1016.71,15.88,71.09,8907.75,14.6
20240112085008,0,1016.69,16.11,69.96,9818.08,17.73
20240113070008,0.19,1017.54,15.96,80.02,1011.33,0.15
20240113071008,0.1,1017.65,15.87,80.73,1628.5,0.42
20240113072008,0,1017.83,16.22,79.88,2304.08,0.99
20240113073008,0.32,1017.93,16.1,79.72,2940.08,1.67
20240113074008,0.19,1018.04,16.25,79.09,3700.67,2.68
20240113075008,0.1,1018.15,16.64,77.92,4288.25,3.6
20240113080008,0.76,1018.24,16.87,76.4,4968.75,4.79
20240113081008,0.37,1018.37,17,75.68,5066.08,5.08
20240113082008,0.75,1018.57,17.23,75.52,6159.58,7.63
20240113083008,0.71,1018.69,17.49,74.72,6817.25,8.91
20240113084008,0.3,1018.8,17.86,72.77,8343,12.97
20240113085008,0.17,1018.96,18.51,70.06,10489.58,20.17
20240114070008,0.42,1019.31,16.18,80.91,1095.58,0.19
20240114071008,0.93,1019.34,16.1,82.1,1610.5,0.41
20240114072008,1.3,1019.43,16.06,81.01,1995.33,0.63
20240114073008,1.11,1019.59,16.32,78.55,2844.34,1.42
20240114074008,1.56,1019.63,16.44,77.55,3111.92,1.58
20240114075008,1.38,1019.72,16.54,77.29,3750,2.32
20240114080008,1.88,1019.77,16.46,77.13,3437.25,1.74
20240114081008,1.48,1019.79,16.4,77.39,3877.5,2.24
20240114082008,1.39,1019.84,16.49,77.52,4150.42,2.77
20240114083008,1.52,1019.91,16.55,77.78,3964.25,2.33
20240114084008,1.53,1020.01,16.99,75.26,6437.08,7.12
20240114085008,0.96,1020.09,17.69,72.85,8047.42,11.41
20240115070008,0.8,1019.1,15.02,83.07,1135.5,0.13
20240115071008,0.11,1019.22,15.31,81.9,1514.33,0.27
20240115072008,0.2,1019.31,15.62,80.07,1941.58,0.5
20240115073008,0.7,1019.36,15.69,79.96,2387.58,0.81
20240115074008,1.03,1019.48,15.78,79.22,2789.25,1.17
20240115075008,1.19,1019.63,16.14,77.71,3204.08,1.59
20240115080008,1.57,1019.72,16.37,77.14,3583,2.04
20240115081008,1.1,1019.83,16.69,75.38,3956.17,2.49
20240115082008,1.82,1019.92,17.08,73.35,4242.17,2.93
20240115083008,1.54,1019.98,17.34,72.55,4595.75,3.49
20240115084008,1.74,1020.08,17.6,72.6,4933.08,4.12
20240115085008,1.44,1020.08,17.95,71.53,5244.34,4.81
20240116070008,0,1020.94,17.89,82.97,400.16,0.03
20240116071008,0,1020.88,18.07,82.59,751.75,0.11
20240116072008,0,1021.01,18.21,81.67,956.75,0.18
20240116073008,0.1,1021.08,18.05,82.48,1321.75,0.3
20240116074008,0,1021.11,18.25,82.22,1382.25,0.35
20240116075008,0,1021.18,18.48,80.8,1573.5,0.46
20240116080008,0,1021.38,18.38,79.74,1853.33,0.66
20240116081008,0,1021.47,18.45,79.73,3000.42,1.71
20240116082008,0,1021.58,18.82,78.84,4853.08,4.33
20240116083008,0.12,1021.78,18.58,79.11,3685.58,2.62
20240116084008,0.46,1021.94,18.28,80.25,3644.58,2.54
20240116085008,0.58,1022.03,18.27,80.31,5175.67,4.99
20240117070008,0.96,1019.77,16.96,87.14,781.5,0.11
20240117071008,1.59,1019.82,17.01,87.02,1813.25,0.71
