Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240515070006,0.09,1009.58,39.43,31.48,15279.42,45.74
20240515071006,0,1009.65,38.09,33.33,16343.5,50.14
20240515072006,0.02,1009.74,38.09,33.33,28970.75,84.08
20240515073006,0.16,1009.78,39.55,29.91,40715.9,134.34
20240515074006,0.03,1009.89,42.47,25.06,51339.95,241.49
20240515075006,0,1009.87,42.8,24.05,44240.87,208.64
20240515080006,0.07,1009.86,42.9,23.51,55024.8,311.36
20240515081006,0.19,1009.84,43.43,22.12,61199.04,390.74
20240515082006,0.1,1009.81,44.29,21.38,69080.68,509.4
20240515083006,0.03,1009.94,45.34,19.65,75512.78,618.05
20240515084006,0.02,1009.82,46.7,17.93,82983.28,751.38
20240515085006,0.08,1009.74,45.94,18.16,86003.83,732.01
20240516070006,0.24,1013.31,35.75,33.57,19021.67,82.14
20240516071006,0.02,1013.4,36.71,31.19,20678.5,90.64
20240516072006,0.04,1013.5,38.1,28.61,26209.33,99.66
20240516073006,0.02,1013.48,38.58,27.23,31157.33,106.1
20240516074006,0.02,1013.49,39.69,24.77,38089.34,164.62
20240516075006,0.35,1013.48,41.05,21.91,46672.03,260.23
20240516080006,0.38,1013.33,41.08,20.69,53792.5,373.35
20240516081006,0.11,1013.42,42.01,19.21,56580.9,445.83
20240516082006,0.35,1013.43,43.07,17.76,59635.94,529.86
20240516083006,0.24,1013.28,42.69,17.39,67750.27,666.13
20240516084006,0.12,1013.19,45.09,15.1,77207.77,841.59
20240516085006,0.95,1013.15,43.08,15.25,74543,860.99
20240517070006,0.09,1008.94,27.66,56.04,17329.75,58.9
20240517071006,0.2,1008.99,29.33,50.31,18521.92,72.37
20240517072006,0.22,1009.01,32.37,42.27,29903.17,162.89
20240517073006,0.24,1008.99,32.16,41.48,24033.75,116.7
20240517074006,0.16,1009,30.92,44.35,26856.75,137.28
20240517075006,0.3,1009.11,31.14,43.84,31230.08,182.75
20240517080006,0.18,1009.13,33.9,37.97,46097.22,357.4
20240517081006,0.43,1009.12,35.82,33.57,50990.5,411.99
20240517082006,0.18,1009.23,40.55,25.88,66087.62,626.86
20240517083006,0.51,1009.08,42.32,22.18,68572.7,650.71
