Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240418070004,0.06,1001.79,28.08,68.18,11884.08,22.66
20240418071004,0.06,1001.9,28.68,66.61,12909.92,28.41
20240418072004,0.02,1002.21,29.08,65.31,11329,21.88
20240418073004,0.15,1002.57,29.45,64.32,17251.83,48.54
20240418074004,0.19,1002.49,30.59,60.45,26329.83,108.24
20240418075004,0.19,1002.56,32.39,54.62,28898.58,140.55
20240418080004,0.04,1002.75,32.77,53.77,24395.58,107.67
20240418081004,0.03,1003.08,33.58,51.65,25315.75,114.05
20240418082004,0.16,1003.33,34.8,48.69,44160.62,169.8
20240418083004,0.23,1003.27,39.52,37.76,72974.51,353.54
20240418084004,0.46,1003.17,37.48,40.31,25051.08,95.79
20240418085004,0,1003.3,35.79,44.75,21411.25,70.97
20240419070004,0.72,1007.09,23.29,85.24,11783.5,23.03
20240419071004,0.31,1007.1,23.89,83.48,13346.25,29.45
20240419072004,0.09,1007.19,24.64,81.58,16911.33,46.22
20240419073004,0.64,1007.25,25.13,77.95,17421.08,50.15
20240419074004,0.65,1007.22,25.43,76.34,21099.08,72.47
20240419075004,0.21,1007.19,26.33,73.48,25638.17,103.76
20240419080004,0.48,1007.25,26.96,71.2,25332.25,104.88
20240419081004,0.5,1007.33,27.3,69.63,26041.25,113.26
20240419082004,0.64,1007.42,27.57,69.06,24698.58,104.55
20240419083004,0.6,1007.42,28.02,66.84,29042.92,139.76
20240419084004,0.36,1007.41,28.71,62.98,33198.83,182.41
20240419085004,0.56,1007.4,29.46,61,32008.66,175.9
20240420070004,2.95,1003.94,30.03,56.6,37281.91,231.15
20240420071004,1.98,1003.97,31.74,51.58,43909.34,317.25
20240420072004,2.18,1004.06,32.89,47.81,51246.87,421.73
20240420073004,2.43,1004.08,34.42,42.58,58440.66,304.71
20240420074004,2.2,1004.21,35.23,41.2,65658.17,612.87
20240420075004,2.74,1004.31,35.81,39,71130.55,685.96
20240420080004,2.65,1004.27,36.28,37.93,74673.81,743.76
20240420081004,2.13,1004.34,37.88,35.35,80336.12,415.48
20240420082004,2.56,1004.41,38.36,33.43,80381.76,372.82
20240420083004,2.38,1004.38,38.91,32.76,86629.68,441.9
20240420084004,2.24,1004.4,40.26,30.09,94204.94,528.9
20240420085004,2.55,1004.48,41.09,28.54,98058.7,553.45
20240421070004,1.68,1004.39,30.51,56.74,28040.58,143.8
20240421071004,2.09,1004.63,29.84,58.81,25742.67,117.68
20240421072004,1.42,1004.71,29.71,58.67,21876.33,86.23
20240421073004,2.39,1004.69,29.2,59.35,23235.42,98.25
20240421074004,1.77,1004.76,30.03,57.86,33633.52,211.88
20240421075004,1.57,1004.8,32.94,50.14,53381.2,508.94
20240421080004,1.78,1004.84,35.73,41.63,60611.11,631.32
20240421081004,1.98,1004.89,38.3,35.53,79554.3,978.06
20240421082004,1.81,1004.97,38.16,35.36,59465.96,608.94
20240421083004,1.44,1004.92,38.84,33.42,62640.5,686.51
20240421084004,0.8,1004.82,39,33.01,52460.12,483.78
20240421085004,1.21,1004.87,39.9,31.73,61548.18,650.96
20240422070004,1.63,1004.29,35.34,45.76,43664.18,389.5
20240422071004,1.94,1004.45,36.69,41.57,50119.33,486.77
20240422072004,0.7,1004.33,37.67,38.53,39916.05,313.04
20240422073004,1.2,1004.27,36.76,39.31,42604.08,336.58
20240422074004,1.18,1004.34,37.84,37.44,49140.13,451.74
20240422075004,1.49,1004.39,38.91,35.23,52867.11,511.52
20240422080004,0.98,1004.45,38.98,35.42,52078.98,532.6
20240422081004,1.43,1004.44,42.17,30.11,72537.51,940.68
20240422082004,1.75,1004.48,44.16,26.62,83511.74,1082.37
20240422083004,1.52,1004.47,46.2,23.41,91467.58,674.89
20240422084004,1.37,1004.48,47.53,21.34,84623.47,536.11
20240422085004,0.91,1004.44,47.3,21.45,86669.75,587.91
20240423070004,1.46,1003.28,28.06,75.58,28223.58,164.56
20240423071004,1.07,1003.5,28.5,75.39,21383.75,86.03
20240423072004,1,1003.42,31.02,66.55,38234.09,329.17
20240423073004,1.25,1003.56,31.95,61.71,38462.66,331.52
20240423074004,1.41,1003.67,33.22,57.42,36667.31,266.16
20240423075004,1.62,1003.7,32.46,58.85,27745.47,195.64
20240423080004,1.02,1003.69,30.45,64.27,15822.83,47.46
20240423081004,1.23,1003.76,29.73,66,16852.25,53.19
20240423082004,1.41,1003.79,29.41,67.02,17689.17,58.82
20240423083004,0.64,1003.83,30.94,62.85,30942.05,183.37
20240423084004,0.87,1003.8,31.91,59.1,34697.93,212.08
20240423085004,0.87,1003.89,34.61,50.12,50242.87,460.62
20240424070004,0,1004.53,24.47,90.28,3565.58,2.23
20240424071004,0.02,1004.65,24.62,90.85,4938.42,4.02
20240424072004,0.07,1004.64,24.45,92.51,4726.5,3.46
20240424073004,0,1004.69,24.4,93.38,3928.17,2.69
20240424074004,0,1004.79,24.47,93.75,3526.33,2.19
20240424075004,0,1005.02,24.43,93.67,3318.67,2
20240424080004,0,1005.16,24.5,93.57,4200.75,4.41
20240424081004,0.1,1005.14,24.93,92.65,7844.42,13.46
20240424082004,0,1005.24,25.18,91.86,5872.75,7.03
20240424083004,0,1005.42,25.18,90.43,7600.17,10.21
20240424084004,0,1005.48,25.28,90.24,6411.67,6.95
20240424085004,0.03,1005.64,24.94,91.11,3381.08,1.87
20240425070004,0.08,1005.25,22.35,90.19,2226.17,1.17
20240425071004,0.47,1005.3,22.41,89.62,2445.58,1.3
20240425072004,0.39,1005.35,22.5,90.01,2889.75,1.74
20240425073004,0.34,1005.47,22.65,89.45,4028,3.11
20240425074004,0.53,1005.68,22.88,88.31,4971.67,4.64
20240425075004,0.29,1005.94,23.17,87.12,6951.75,8.81
20240425080004,0.13,1006.09,23.48,86.25,6153.42,6.69
20240425081004,0.37,1006.37,23.43,86.04,5798.67,5.56
20240425082004,0.46,1006.72,23.34,85.86,5969.17,5.53
20240425083004,0.6,1006.71,23.51,85.48,8129.83,10.24
20240425084004,0.02,1006.28,23.74,86.04,8439.17,10.49
20240425085004,0.55,1006.13,23.44,87.18,8452.75,11.89
20240426070004,0.07,1001.61,29.38,80.15,42024.91,318.86
20240426071004,0.15,1001.53,31.45,75.96,38208,257.94
20240426072004,0.28,1001.59,33.15,67.45,53202.05,503.82
20240426073004,0.62,1001.54,35.48,55.44,60094.32,608.65
20240426074004,0.68,1001.61,37.53,44.95,64917.86,692.23
20240426075004,0.32,1001.44,38.71,43,63325.65,702.86
20240426080004,0.46,1001.48,37.74,43.44,44547.41,355.26
20240426081004,0.56,1001.48,35.94,46.02,40126.9,276.64
20240426082004,0.41,1001.62,33.93,52.1,31499.25,181.76
20240426083004,0,1001.62,34.42,51.87,45142.85,364.84
20240426084004,0.74,1001.73,36.96,45.36,60266.29,615.61
20240426085004,0.98,1001.65,36.32,44.22,42166.01,323.98
20240427070004,2.2,1003.38,23.64,89.87,3930,2.86
20240427071004,0.97,1003.94,23.68,90.67,2956.75,1.68
20240427072004,1.06,1004.19,23.8,90.34,4262.17,3.18
20240427073004,0.33,1004.29,24.1,89.34,4860.83,4.32
20240427074004,0.81,1003.89,24.61,87.46,8381.83,13.62
20240427075004,1.49,1004.17,24.91,85.54,8238.17,13.59
20240427080004,1.97,1004.42,25.27,83.28,13729.75,37
20240427081004,1.16,1004.35,26.28,78.77,18120.58,63.48
20240427082004,0.34,1004.42,27.6,74.71,19387.33,74.6
20240427083004,0.57,1004.43,28.54,71.25,22265.92,93.9
20240427084004,1.16,1004.46,28.86,69.31,22053.58,95.41
20240427085004,1.34,1004.29,29.09,68.98,26390.33,132.68
20240428070004,3.66,1005.44,24.3,93.32,6380.25,8.53
20240428071004,2.59,1005.47,24.48,93.11,8171.25,12.96
20240428072004,2.53,1005.47,24.89,91.45,11372.58,24.67
20240428073004,3.34,1005.5,25.17,89.14,11759.67,26.04
20240428074004,2.86,1005.52,25.24,88.07,12149.92,27.04
20240428075004,1.98,1005.37,25.81,85.36,16867.33,59.15
20240428080004,0.66,1005.5,27.24,80.24,19343.67,72.37
20240428081004,1.83,1005.59,28.07,75.93,25446.75,123.44
20240428082004,2.31,1005.71,28.45,73.44,20689.33,85.72
20240428083004,2.05,1005.73,29,71.29,24622.83,114
20240428084004,3.34,1005.74,28.94,68.98,29518.58,159.72
20240428085004,2.22,1005.9,30.04,65.45,40212.61,279.82
20240429070004,0.8,1004.3,28.43,73.15,25093.33,130.28
20240429071004,1.4,1004.39,31.14,61.86,31445.92,193.25
20240429072004,1.25,1004.24,31.7,58.62,26511.58,129.44
20240429073004,2.03,1004.15,33.74,52.2,50765.35,506.94
20240429074004,1.73,1004.2,37.26,42.82,60948.74,655.61
20240429075004,2.05,1004.28,38.91,37.91,63698.32,745.38
20240429080004,1.87,1004.49,40.1,35.52,68507.12,657.82
20240429081004,1.43,1004.48,40.56,35.55,68735.5,645.21
20240429082004,1.24,1004.45,40.5,35.13,37395.44,184.9
20240429083004,1.59,1004.33,37.05,41.76,30696.08,164.14
20240429084004,1.51,1004.29,35.69,45.02,32984.91,181.38
20240429085004,1.11,1004.32,35.4,45.7,29775.08,140.18
20240430070004,1.24,1001.63,33.46,47.42,29294.5,184.26
20240430071004,1.82,1001.72,34.37,44.42,34647.5,251.4
20240430072004,2.02,1001.66,35.1,42.72,39284.26,316.84
20240430073004,2.18,1001.72,35.51,41.15,44180.84,389.98
20240430074004,2.12,1001.77,36.68,38.91,49707.49,482.02
20240430075004,2.5,1001.64,37.77,36.2,54945.2,575.35
20240430080004,2.62,1001.42,38.25,35.15,60986.29,689.02
20240430081004,2.96,1001.44,38.78,34.15,66141.89,788.44
20240430082004,1.73,1001.37,40.51,32.02,70699.66,881.31
20240430083004,2.24,1001.34,41.42,29.78,75550.87,976.85
20240430084004,2.14,1001.28,42.44,27.08,80473.94,1072.52
20240430085004,2.5,1001.33,43.08,26.12,85047.35,1154.6
20240502070004,0,1008.47,22.94,100,5065.33,6.11
20240502071004,0,1008.52,23.41,100,7276.33,11.82
20240502072004,0,1008.59,23.45,99.69,6812.92,10.22
20240502073004,0.08,1008.66,23.52,99.68,6081.5,9.28
20240502074004,0,1008.83,23.61,99.49,6599.33,9.94
20240502075004,0,1008.99,23.81,99.06,7739.08,14.27
20240502080004,0,1009.01,24.09,99.4,9305.83,21.21
20240502081004,0,1009.01,24.34,99.35,9454.83,20.18
20240502082004,0,1009.08,24.42,98.16,9721.17,21.53
20240502083004,0,1009.19,24.42,98.36,8675.67,15.83
20240502084004,0,1009.29,24.39,97.63,7597.83,13.35
20240502085004,0,1009.31,24.07,98.44,7209.33,12.9
20240503070004,0.02,1009.76,23.77,99.77,10830.58,25.18
20240503071004,0.03,1009.71,24.64,99.53,15764.75,51.84
20240503072004,0,1009.71,25.16,98.85,16206.58,53.73
20240503073004,0.02,1009.78,25.9,98.64,17517.67,65.45
20240503074004,0.09,1009.89,26.53,95.88,20283.33,87.96
20240503075004,0.12,1009.98,26.81,93.6,20932.75,92.92
20240503080004,0.05,1010,28.19,87.44,33701.91,234.8
20240503081004,0.08,1010.05,29.44,88.83,32674.91,223.48
20240503082004,0.25,1010.06,29.33,81.85,29367.58,174.16
20240503083004,0.07,1010.17,30.01,82.06,29109.08,174.81
20240503084004,0.22,1010.12,30.66,76.59,33251.5,222.46
20240503085004,0.12,1010.14,32.36,72.24,39495.99,299.85
20240504070004,1.08,1007.47,32.2,60.38,34512.75,232.75
20240504071004,2.24,1007.48,32.61,56.71,39612,299.88
20240504072004,1.39,1007.53,35.07,50.4,46517.32,409.3
20240504073004,1.52,1007.55,36.31,46.27,51286.58,477.04
20240504074004,1.6,1007.66,37.76,42.38,56733.63,578.94
20240504075004,1.79,1007.68,37.8,41.53,55335.66,537.99
20240504080004,1.14,1007.64,38.14,40.48,57778.87,544.99
20240504081004,1.49,1007.58,39.9,36.37,71469.08,728.12
20240504082004,1.89,1007.61,41.23,33.35,76153.54,797.38
20240504083004,1.44,1007.6,42.48,30.91,81427.37,519.98
20240504084004,1.43,1007.54,43.73,29.03,86645.13,567.28
20240504085004,1.51,1007.51,44.7,27.11,91506.22,598.03
20240505070004,1.71,1005.36,31.26,63.55,22869.42,99.69
20240505071004,1.52,1005.54,30.09,68.29,18181.58,59.78
20240505072004,1.5,1005.66,32.5,61.08,42079.82,367.64
20240505073004,1.94,1005.8,36.18,48.66,44003.98,388.4
20240505074004,2.14,1005.9,37.04,45.5,53838.51,565.56
20240505075004,1.46,1005.89,38.04,43.53,45241.76,392.92
20240505080004,1.23,1005.88,37.18,45.15,36190,243.17
20240505081004,1.16,1005.83,37.55,44.33,45708.51,389.11
20240505082004,1.18,1005.86,41.11,36.76,70862.1,886.8
20240505083004,1.1,1006.02,41.8,35.14,50872.86,484.81
20240505084004,1.47,1006.1,39.61,39.23,35763.53,249.21
20240505085004,1.26,1006.14,38.4,41.99,31789.5,189.79
20240506070004,0.86,1005.63,35.19,49.49,34422.93,248.63
20240506071004,1.19,1005.71,37.78,42.31,46061.81,416.22
20240506072004,1.18,1005.77,39.58,37.86,50774.47,498.81
20240506073004,1.33,1005.83,41.1,33.47,56581.79,594.65
20240506074004,1.07,1005.88,41.97,31.32,61348.9,697.68
20240506075004,1.04,1005.92,43.95,27.99,66714.91,814.04
20240506080004,1.05,1005.98,44.64,26.64,72313.8,919.07
20240506081004,0.71,1005.87,46.2,24.11,76654.33,893.47
20240506082004,0.85,1005.84,47.19,22.4,80679.51,561.43
20240506083004,1.16,1005.79,47.31,22.09,85369.71,576.29
20240506084004,1.24,1005.86,47.94,21.49,90538.42,632.82
20240506085004,1.52,1005.9,48.65,21.15,95793.56,666.59
20240507070004,0.08,1009.38,31.12,65.46,21366.67,117.03
20240507071004,0.21,1009.41,33.3,58.77,23972.08,125.41
20240507072004,0.06,1009.5,34.85,53.36,31496.42,199.96
