Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240916150912,0.0,1001.33,37.81,100.0,7627.5,46.55
20240916151012,0.0,1001.4,36.662,100.0,10026.499,59.492000000000004
20240916152012,0.0,1001.476,35.812,100.0,13235.582999999999,99.864
20240916153012,0.0,1001.557,35.5,100.0,8958.751,46.873
20240916154012,0.0,1001.6120000000001,35.021,100.0,8831.25,45.563
20240916155012,0.0,1001.7059999999999,34.755,100.0,8780.75,45.675
20240916160012,0.0,1001.747,34.904,100.0,11110.083999999999,62.935
20240916161012,0.0,1001.8240000000002,34.836,100.0,10443.167,55.299
20240916162012,0.0,1001.9739999999999,34.425,100.0,4775.832,13.620000000000001
20240916163012,0.0,1002.106,33.614999999999995,100.0,1824.1680000000001,2.4
20240916164012,0.0,1002.29,33.04,100.0,1692.0,2.1239999999999997
20240916165012,0.0,1002.5869999999999,32.62,100.0,1123.3319999999999,1.001
20240916170012,0.0,1002.8129999999999,32.272000000000006,100.0,1587.834,1.6219999999999999
20240916171012,0.0,1002.982,31.919,100.0,1155.251,0.8310000000000001
20240916172012,0.0,1003.3770000000001,31.326000000000004,100.0,1113.667,0.762
20240916173012,0.0,1003.491,30.437,100.0,746.3340000000001,0.40700000000000003
20240916174012,0.0,1003.2419999999998,29.744999999999997,100.0,309.50100000000003,0.098
20240916175012,0.0,1003.1949999999999,29.831,100.0,96.00000000000001,0.014000000000000002
20240916180012,0.0,1003.43,29.93,100.0,20.83,0.0
20240917053012,0.0,1011.15,26.490000000000002,100.0,57.33299999999999,0.003
20240917054012,0.0,1011.149,26.207000000000004,100.0,208.66799999999998,0.02
20240917055012,0.0,1011.1899999999999,26.195999999999998,100.0,439.668,0.07699999999999999
20240917060012,0.0,1011.132,25.933000000000003,100.0,663.917,0.13999999999999999
20240917061012,0.0,1011.075,25.826,100.0,852.1659999999999,0.227
20240917062012,0.0,1011.1790000000001,25.878000000000004,100.0,1019.75,0.315
20240917063012,0.0,1011.249,25.85,100.0,1183.834,0.43199999999999994
20240917064012,0.0,1011.2990000000002,25.892999999999994,100.0,1327.5,0.5700000000000001
20240917065012,0.0,1011.3639999999999,26.002000000000002,100.0,1433.5,0.6890000000000001
20240917070012,0.0,1011.3520000000001,26.095,100.0,1519.666,0.791
20240917071012,0.0,1011.4040000000001,26.28,100.0,1595.667,0.907
20240917072012,0.0,1011.45,26.553000000000004,100.0,1667.583,0.9670000000000002
20240917073012,0.0,1011.5390000000001,26.613,100.0,1747.5010000000002,1.121
20240917074012,0.0,1011.6890000000001,26.741000000000003,100.0,1829.3339999999996,1.278
20240917075012,0.0,1011.7550000000001,26.902000000000005,100.0,1913.25,1.522
20240917080012,0.0,1011.7719999999999,27.055,100.0,1992.1659999999997,1.7550000000000001
20240917081012,0.0,1011.838,27.246999999999996,100.0,2075.751,2.007
20240917082012,0.0,1011.8860000000001,27.413999999999998,100.0,2167.3340000000003,2.317
