Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240924053004,0.0,1007.253,25.826,100.0,80.75000000000001,0.007000000000000001
20240924054004,0.0,1007.2950000000001,25.781,100.0,452.25,0.142
20240924055004,0.0,1007.4279999999999,25.833999999999996,100.0,1180.417,0.73
20240924060004,0.0,1007.4780000000001,25.941000000000003,100.0,2388.5009999999993,2.665
20240924061004,0.0,1007.5870000000001,26.332000000000004,100.0,5657.918,15.563000000000002
20240924062004,0.0,1007.607,27.511000000000003,100.0,9465.999,62.75
20240924063004,0.0,1007.682,28.633,100.0,12656.666000000001,104.527
20240924064004,0.0,1007.676,29.028,100.0,13120.333000000002,98.16900000000001
20240924065004,0.0,1007.817,29.685000000000002,100.0,17737.333999999995,170.144
20240924070004,0.0,1007.95,31.633999999999997,100.0,29751.749,540.825
20240924071004,0.0,1008.067,33.486000000000004,100.0,32201.831,606.695
20240924072004,0.0,1008.0689999999998,33.004000000000005,100.0,21379.832000000002,267.356
20240924073004,0.0,1008.1959999999999,30.534000000000002,100.0,13012.833,70.77
20240924074004,0.0,1008.1720000000001,31.887999999999998,100.0,33145.474,587.0400000000001
20240924075004,0.0,1008.2269999999999,33.400000000000006,100.0,32910.916000000005,496.658
20240924080004,0.0,1008.2239999999999,34.894,100.0,46707.974,845.725
20240924081004,0.0,1008.1920000000002,35.386,100.0,43539.981,758.733
20240924082004,0.0,1008.1959999999999,37.224999999999994,100.0,61551.77,948.2610000000001
20240924083004,0.0,1008.189,40.355000000000004,100.0,54197.01599999999,811.578
20240924084004,0.0,1008.024,39.90800000000001,96.095,59626.058999999994,929.075
20240924085004,0.0,1007.875,39.14200000000001,93.226,57147.61399999999,766.882
20240924090004,0.0,1007.783,43.579,74.574,87226.604,985.8929999999998
20240924091004,0.0,1007.667,44.051,54.35,72565.426,860.033
20240924092004,0.0,1007.6320000000002,43.99399999999999,50.773,53322.56599999999,532.688
20240924093004,0.0,1007.5589999999999,41.20799999999999,60.416999999999994,47014.512,640.081
20240924094004,0.0,1007.591,41.834999999999994,56.468,82167.33,985.814
