Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240518090007,0,1006.48,31.12,48.46,26856.42,117.27
20240518091007,0,1006.45,34.09,41.87,83458.91,1138.77
20240518092007,0,1006.41,36.58,34.08,64541.59,643.26
20240518093007,0,1006.42,39.67,28.97,98440.18,1504.71
20240518094007,0,1006.38,42.54,23.79,85159.65,1118.23
20240518095007,0,1006.31,41.3,24.38,71783.54,823.71
20240518100007,0,1006.21,43.94,21.23,113221.99,1918.08
20240518101007,0,1006.13,45.7,18.01,84321.77,1165.81
20240518102007,0,1006.02,44.54,19,89368.3,1272.59
20240518103007,0,1005.84,45.09,18.36,104232.22,1543.79
20240518104007,0,1005.82,47.65,15.96,115306.9,2035.77
20240518105007,0,1005.6,48.12,15.07,101066.85,1496.61
20240518110007,0,1005.43,48.68,14.72,113523.32,1899.85
20240518111007,0,1005.22,47.03,16.38,94844.63,1307.53
20240518112007,0,1005.02,44.73,18.66,81903.72,1057.93
20240518113007,0,1004.81,42.8,20.88,96700.62,1422.39
20240518114007,0,1004.62,44.39,19.01,109423.21,1657.48
20240518115007,0,1004.5,44.43,19.01,89871.6,1141.34
20240518120007,0,1004.43,43.08,20.67,113009.06,1840.6
20240518121007,0,1004.31,44.65,18.92,117665.66,2026.41
20240518122007,0,1004.05,42.04,22.11,103097.86,1537.7
20240518123007,0,1003.93,41.04,23.91,73418.16,851.04
20240518124007,0,1003.82,39.09,27.36,62834.02,644.08
20240518125007,0,1003.77,39.5,27.02,57111.87,527.22
20240518130007,0,1003.71,37.3,30.93,48603.31,370.63
20240518131007,0,1003.6,36.77,32.44,50689.12,407.42
20240518132007,0,1003.48,35.71,35.33,39892.92,254.22
20240518133007,0,1003.44,34.67,37.79,29774.33,141.8
20240518134007,0,1003.37,33.76,40.76,25697.17,105.65
20240518135007,0,1003.33,32.49,44.29,15729.5,40.02
20240518140007,0,1003.26,31.06,50.33,13886.75,31.51
20240518141007,0,1003.31,30.66,54.06,18938.75,57.77
20240518142007,0,1003.34,29.5,63.4,21450.58,75.73
20240518143007,0,1003.27,29.24,63.08,25004.83,104.63
20240518144007,0,1003.24,30.51,56.84,33937,182.02
20240518145007,0,1003.17,31.28,52.51,33875.33,180.8
20240518150007,0,1003.07,31.95,49.67,31125.08,155.03
20240518151007,0,1003.02,32.34,48.42,28760.34,133
20240518152007,0,1003.01,31.52,50.56,28294.08,126.55
20240518153007,0,1002.88,30.99,52.38,21822.17,77.5
20240518154007,0,1002.75,30.94,52.35,16951.58,46.91
20240518155007,0,1002.71,30.13,54.24,17462.17,49.45
20240518160007,0,1002.71,30.14,53.6,16958.25,48.08
20240518161007,0,1002.62,30.56,51.95,23245.5,91.51
20240518162007,0,1002.53,31.02,49.57,24962.58,107.86
20240518163007,0,1002.5,30.55,52.2,15446.75,41.76
20240518164007,0,1002.58,29.92,54.82,13380.42,30.4
20240518165007,0,1002.53,29.65,56.69,9058.25,14.48
20240521090007,0,1005.26,33.27,52.36,26089.58,108.44
20240521091007,0,1005.35,33.01,52.87,24390.5,94.25
20240521092007,0,1005.47,33.02,53.15,24136.17,91.58
20240521093007,0,1005.6,32.88,55,24688.08,96.1
20240521094007,0,1005.65,31.97,61.06,29886.58,120.29
20240521095007,0,1005.61,32.25,59.79,32846.58,172.42
20240521100007,0,1005.58,33.4,55.34,43266.91,300.16
20240521101007,0,1005.56,34.95,51.34,52045.4,432.53
20240521102007,0,1005.61,36.74,44,74947.29,878.32
20240521103007,0,1005.53,40.49,34.64,85617.5,1093.2
20240521104007,0,1005.37,43.91,27.54,96800.89,1397.79
20240521105007,0,1005.26,46.12,23.43,100181.71,1431.15
20240521110007,0,1005.1,47.37,21.55,87770.33,1135.77
20240521111007,0,1004.95,46.49,22.62,76873.9,896.78
20240521112007,0,1004.81,46.92,22.36,87447.26,1132.41
20240521113007,0,1004.64,48.14,20.97,77635.42,1002.8
20240521114007,0,1004.54,45.26,24.4,44983.51,341.11
20240521115007,0,1004.46,44.23,25.52,44836.34,347.01
20240521120007,0,1004.33,42.06,29.49,34808.71,217.57
20240521121007,0,1004.23,41.31,32.01,37991.72,265.85
20240521122007,0,1004.12,39.76,34.78,32169,180.49
20240521123007,0,1003.98,40.04,33.9,53377.97,447.06
20240521124007,0,1003.92,41.42,31.09,53206.18,450.26
20240521125007,0,1003.84,40.98,31.96,47189.53,352.67
20240521130007,0,1003.75,39.66,34.85,52755.17,438.14
20240521131007,0,1003.6,39.91,34.46,58166.28,509.14
20240521132007,0,1003.5,40.82,32.19,41709.3,266.46
20240521133007,0,1003.43,39.81,33.77,22774,86.23
20240521134007,0,1003.43,37.59,44.41,14626.25,39.6
20240521135007,0,1003.4,33.7,59.71,11252.5,24.74
20240521140007,0,1003.26,32.49,59.42,16521.58,48.51
20240521141007,0,1003.25,32.67,58.78,22972.25,85.88
20240521142007,0.28,1003.18,32.45,65.45,25749.83,107.98
20240521143007,0,1003.14,30.89,73.18,27626.25,127.05
20240521144007,0,1003.08,30.51,75.11,30853.58,154.39
20240521145007,0,1003,30.85,74.55,30756.33,152.35
20240521150007,0,1002.97,31.25,73.25,24365.92,98.73
20240521151007,0,1003,31.55,70.67,25673,105.83
20240521152007,0,1002.87,31.72,67.85,28483.33,132.25
20240521153007,0,1002.73,32.88,65.54,27794.17,128.92
20240521154007,0,1002.66,33.01,60.79,22507.33,85.02
20240521155007,0,1002.64,32.43,61.72,21368.25,73.52
20240521160007,0,1002.61,32.04,62.11,15537.08,40.04
20240521161007,0,1002.54,31.45,62.97,12695.92,26.63
20240521162007,0,1002.64,30.96,64.32,8125.58,11.41
20240521163007,0,1002.8,30.04,71.69,6812.41,7.95
20240521164007,0,1002.95,28.49,81.13,5633.5,5.86
20240521165007,0,1003.05,27.59,85,4075.17,3.15
20240522090007,0,1005.53,39.71,45.25,74661.95,855.73
20240522091007,0,1005.44,41.52,47.68,71129.65,758.95
20240522092007,0,1005.45,41.97,39.47,66843.03,668.4
20240522093007,0,1005.42,42.35,40.15,69298.82,719.82
20240522094007,0,1005.37,41.54,35.26,72263.48,783.07
20240522095007,0,1005.31,40.57,36.49,77297.25,892.58
20240522100007,0,1005.19,41.28,34.63,88901.47,1175.06
20240522101007,0,1005.1,41.22,34.54,80158.77,962.38
20240522102007,0,1004.98,40.29,35.17,76241.94,870.94
20240522103007,0,1004.96,39.79,35.62,78516.97,918.04
20240522104007,0,1004.92,38.83,37.42,65301.67,639.26
20240522105007,0.71,1005.02,39.15,36.8,88632.76,1573.15
20240522110007,0,1004.94,40.93,33.33,99445.17,1414.04
20240522111007,0,1004.86,42.26,30.71,111417.39,1834.15
20240522112007,0,1004.78,42.03,30.83,90446.6,1402.47
20240522113007,0,1004.7,39.45,35.51,72442.27,891.24
20240522114007,0,1004.47,41.58,31.95,109027,1850
20240522115007,0,1004.4,41.23,31.77,92374.83,1178.95
20240522120007,0,1004.31,41.72,30.75,112418.07,1975.73
20240522121007,0.06,1004.17,42.01,29.53,116000.68,1892.04
20240522122007,0,1004.05,41.25,31.02,78320.57,886.19
20240522123007,0,1003.92,40.76,32.39,85894.04,1069.69
20240522124007,0,1003.78,40.04,33.6,68246.21,702.5
20240522125007,0,1003.62,37.77,38.43,47231.94,352.02
20240522130007,0,1003.48,36.31,42.47,37034.24,224.29
20240522131007,0,1003.35,35.25,45.36,38078.93,239.02
20240522132007,0,1003.27,34.36,47.7,39574.74,263.15
20240522133007,0,1003.23,34.41,48.34,36372.6,225.74
20240522134007,0,1003.19,33.51,50.82,37258.09,230.47
20240522135007,0,1003.01,34.64,48.73,44253.22,317.59
20240522140007,0,1003.1,33.54,51.14,14653.42,42.66
20240522141007,0,1003.03,31.41,58.72,8903.25,13.31
20240522142007,0,1003.03,30.51,62.94,7387.5,9.07
20240522143007,0,1003.08,29.98,66.63,8281.92,10.82
20240522144007,0,1003.21,29.72,68.28,9228.08,13.12
20240522145007,0,1003.28,29.65,69.68,8282.58,10.7
20240522150007,0,1003.28,29.33,71.74,7388.42,8.09
20240522151007,0,1003.19,28.92,73.39,5736.25,5.01
20240522152007,0,1003.16,28.82,74.41,4946.25,3.7
20240522153007,0,1003.2,28.67,75.15,3033.67,1.57
20240522154007,0,1003.14,28.85,74.51,4290.75,3.09
20240522155007,0,1003,29.18,72.82,6895.75,7.22
20240522160007,0,1002.9,29,74.72,7435.08,9.41
20240522161007,0,1002.86,27.84,81.87,6764.83,8.38
20240522162007,0,1002.9,26.97,85.5,5709.25,6.11
20240522163007,0,1002.94,26.51,87.21,4647.58,4.28
20240522164007,0,1002.99,26.29,87.72,5623.33,5.6
20240522165007,0,1003,26.15,86.86,4564.92,3.85
20240523090007,0,1005.24,39.04,43.61,52038.22,411.26
20240523091007,0,1005.26,38.51,43.97,46368.72,330.93
20240523092007,0,1005.36,36.65,46.67,48843.01,389.2
20240523093007,0,1005.34,36.86,47.25,66115.47,708.39
20240523094007,0,1005.36,36.42,47.56,71880.93,839.3
20240523095007,0,1005.37,38.15,43.1,87714.63,1157.04
20240523100007,0,1005.33,38.93,41.07,68824.09,722.87
20240523101007,0,1005.27,37.19,44.96,64527.94,637.32
20240523102007,0,1005.29,36.55,45.97,65659.43,653.35
20240523103007,0,1005.23,37.03,44.39,71188.24,766.2
20240523104007,0,1005.19,36.77,43.95,67422.34,689.95
20240523105007,0,1005.1,36.28,44.32,64743.74,636.92
20240523110007,0,1005.1,35.52,45.71,69107.45,732.76
20240523111007,0,1004.92,36.93,42.54,86337.33,1129.52
20240523112007,0,1004.83,38.65,39.48,84769.37,1125.48
20240523113007,0,1004.74,37.14,42.68,45837.98,368.3
20240523114007,0,1004.73,34.28,51.23,15346.17,48.17
20240523115007,0,1004.64,32.28,57.16,11918.58,26.78
20240523120007,0,1004.68,30.74,63.11,15619.92,38.86
20240523121007,0,1004.72,29.97,66.27,15680.83,38
20240523122007,0,1004.71,30.05,66.18,19307.83,59.99
20240523123007,0,1004.66,30.1,66.26,22608.67,77.4
20240523124007,0,1004.6,29.84,66.51,20108.17,62.59
20240523125007,0,1004.58,29.3,71.24,15563.5,39.97
20240523130007,0,1004.53,28.33,74.58,15017.25,37.11
20240523131007,0,1004.46,28.29,73.96,12413.75,25.58
20240523132007,0,1004.45,28.55,72.98,12135.42,23.27
20240523133007,0,1004.44,28.56,72.73,12372.5,23.74
20240523134007,0,1004.4,28.22,76.49,14821.67,35.32
20240523135007,0,1004.46,27.4,82.43,15016.5,35.81
20240523140007,0,1004.41,26.87,85.74,13895.75,30.57
20240523141007,0,1004.57,26.38,86.77,11603.75,19.51
20240523142007,0,1004.65,25.97,87.68,7705.75,9.32
20240523143007,0,1004.57,25.96,88.41,9716,16.42
20240523144007,0,1004.38,26.64,89.96,18846.5,47.41
20240523145007,0,1004.39,26.79,89.31,10155.17,16.58
20240523150007,0,1004.38,26.01,90.61,8685.33,12.66
20240523151007,0,1004.45,25.88,91.26,8669.75,13.13
20240523152007,0,1004.43,25.81,91.91,8111.5,11.07
20240523153007,0,1004.31,25.9,92.1,4775.67,4.07
20240523154007,0,1004.27,25.56,92.47,3675.58,2.09
20240523155007,0,1004.21,25.43,93.55,2903.17,1.51
20240523160007,0,1004.18,25.45,93.7,3856.58,2.66
20240523161007,0,1004.13,25.45,93.94,3634.42,2.06
20240523162007,0,1004.09,25.34,94.41,1363.67,0.35
20240523163007,0,1004.2,25.09,95.4,1054.25,0.16
20240523164007,0.26,1004.47,24.62,96.19,687,0.08
20240523165007,0.91,1004.46,24.41,97.39,1139.83,0.2
20240524110007,0,1006.87,35.28,66.6,36800.23,221.88
20240524111007,0,1006.88,34.91,62.96,31035.75,159.17
20240524112007,0,1006.71,35.33,62.28,43930.02,315.98
20240524113007,0,1006.5,36.86,54.72,57119.24,527.33
20240524114007,0,1006.37,38.7,51.01,46621.69,352.43
20240524115007,0,1006.5,37.88,49.51,30305.33,150.96
20240524120007,0,1006.53,36.37,50.07,31628.17,167.67
20240524121007,0,1006.44,35.56,51.37,37054.82,237.46
20240524122007,0,1006.41,35.93,50.18,46936.89,356.58
20240524123007,0,1006.36,35.97,49.68,45618.16,336.37
20240524124007,0,1006.43,36.33,49.52,54469.39,475.08
20240524125007,0,1006.32,37.13,46.08,67341.12,713.07
20240524130007,0,1006.16,37.15,45.43,76338.8,858.8
20240524131007,0,1006.1,37.17,45.61,65469.32,640.65
20240524132007,0,1006.02,37.12,46.56,56237.16,495.02
20240524133007,0,1006.04,36.13,49.11,43363.99,292.51
20240524134007,0,1005.96,34.43,53.11,38966.82,237.38
20240524135007,0,1005.95,33.51,56.64,30838.58,146
20240524140007,0,1005.91,33.19,57.39,22020.25,77.77
20240524141007,0,1005.88,31.97,62.05,17088.67,45.81
20240524142007,0,1005.77,31.02,66.96,15688.17,37.21
20240524143007,0,1005.75,29.73,74.2,13934.33,30.4
20240524144007,0.05,1005.81,28.5,79.75,5296.33,4.82
20240524145007,0.19,1005.83,26.97,89.44,4117.33,2.35
20240524150007,0.71,1005.85,26.22,95.99,6197.17,4.52
20240524151007,1.35,1005.95,25.97,97,5830.5,3.41
20240524152007,0.8,1005.9,25.34,97.69,6128.75,4.47
20240524153007,0,1005.84,25.69,97.64,5674.75,5.21
20240524154007,0,1005.8,25.54,97.57,5437.08,5.38
20240524155007,0,1005.86,25.48,97.57,3818.58,2.79
20240524160007,0,1005.95,25.39,97.64,2583.58,1.39
20240524161007,0,1006.07,25.07,97.8,4370.08,3.32
20240524162007,0,1006.07,24.74,98.12,3038.42,1.76
20240524163007,0,1006.08,24.54,98.31,3664.75,2.44
20240524164007,0,1006.12,24.46,98.34,4746.67,4.38
20240524165007,0,1006.08,24.35,97.99,7615.17,9.79
20240525090007,0,1008.24,31.1,91.92,44549.56,310.38
20240525091007,0,1008.18,32.14,90.46,42824.2,283.44
20240525092007,0,1008.22,32.76,89.27,53747.4,433.01
20240525093007,0,1008.18,35.72,87.04,69186.34,701.53
20240525094007,0,1008.14,36.75,75.62,52493.72,420.96
20240525095007,0,1008,36.55,70.66,52656.34,425.77
20240525100007,0,1007.89,37,65.46,64678.33,626.69
20240525101007,0,1007.79,37.82,55.35,57056.71,499.8
20240525102007,0,1007.76,37.25,55.12,56067.35,484.29
20240525103007,0,1007.72,37.51,51.6,60272.93,545.28
20240525104007,0,1007.69,38.61,43.13,84333.27,1035.88
20240525105007,0,1007.66,39.99,39.77,64937.8,620.57
20240525110007,0,1007.65,41.37,37.08,92612.01,1343.63
20240525111007,0,1007.56,44.29,31.09,89294.62,1167.22
20240525112007,0,1007.54,42.67,33.17,64455.52,628.64
20240525113007,0,1007.48,40.09,36.66,41544.66,272.33
20240525114007,0,1007.44,38.64,41.03,37052,226.1
20240525115007,0,1007.41,37.95,42.41,51482.98,434.8
20240525120007,0,1007.41,38.96,40.89,60785.94,572.29
20240525121007,0,1007.3,38.65,40.91,44074.11,297.12
20240525122007,0,1007.24,37.55,43.11,32778.21,168.32
20240525123007,0,1007.19,36.41,46.03,28616.83,127.41
20240525124007,0,1007.08,35.71,47.53,32030.5,166.12
20240525125007,0,1007.02,35.84,46.63,49248.15,384.02
20240525130007,0,1006.95,37.39,43.37,48826.66,375.73
20240525131007,0,1006.76,38.05,41.01,51665.36,419.33
20240525132007,0,1006.64,39.46,38.93,48842.83,369.2
20240525133007,0,1006.52,40.18,36.78,53119.22,442.29
20240525134007,0,1006.42,39.63,37.44,36451.84,218.16
20240525135007,0,1006.3,37.5,42.54,36172.16,208.48
20240525140007,0,1006.23,37.47,43.89,32224.66,166.5
20240525141007,0,1006.2,36.62,45.67,20968.92,76.36
20240525142007,0,1006.12,35.63,49.27,25807.67,114.12
20240525143007,0,1006.05,35.3,49.56,26647.5,115.8
20240525144007,0,1006.03,33.3,54.9,26227.75,110.98
20240525145007,0,1005.92,33.02,55.78,17504.5,51.96
20240525150007,0,1005.79,33.13,55.15,21633.67,79.96
20240525151007,0,1005.67,34.14,53.38,25181.08,109.04
20240525152007,0,1005.56,34.86,51.62,28048.25,131.71
20240525153007,0,1005.38,35.45,50.68,28710.42,141.29
20240525154007,0,1005.26,36.55,47.93,25849.25,110.35
20240525155007,0,1005.16,36.23,48.79,21901.67,77.91
20240525160007,0,1005.11,35.13,50.76,19242.17,60.43
20240525161007,0,1004.94,34.22,53.71,16116.66,43.6
20240525162007,0,1004.91,33.18,56.78,13221.42,30.37
20240525163007,0,1005.22,32.3,59.41,12777.92,28.36
20240525164007,0,1005.47,31.89,60.85,13965,33
20240525165007,0,1005.61,31.73,63.92,13690,31.28
20240527090007,0,1000.22,39.61,37.97,57457.95,513.01
20240527091007,0,1000.14,40.67,36.12,55993.32,497.2
20240527092007,0,1000.04,41.58,34.84,67018.94,721.38
20240527093007,0,999.93,44.17,29.87,101805.72,1677.89
20240527094007,0,999.62,47.96,23.74,85700.34,1274.31
20240527095007,0,999.51,48.17,23.26,66687.52,823.53
20240527100007,0,999.38,45.2,27.24,52468.39,504.73
20240527101007,0,999.39,42.02,33.16,29815.17,163.74
20240527102007,0,999.51,39.8,38.47,28734.83,155.98
20240527103007,0,999.5,39.24,39.42,44223.76,320.26
20240527104007,0,999.36,40.25,37.07,68392.3,709.01
20240527105007,0,999.2,41.86,33.51,49561.04,383.03
20240527110007,0,999.07,40.92,35.47,44705.71,312.61
20240527111007,0,999.07,38.77,40.57,51413.26,408.12
20240527112007,0,999.03,38.81,40.75,46663.76,335.66
20240527113007,0,998.78,38.7,40.64,44694.57,306.77
20240527114007,0,998.66,38.59,41.88,37400.47,225.83
20240527115007,0,998.35,39.83,39.1,51797.8,434.61
20240527120007,0,998.14,41.74,35.18,53320.29,455.82
20240527121007,0,997.95,42.58,33.22,59479.25,566.31
20240527122007,0,997.69,45.12,28.56,104616.93,1679.15
20240527123007,0,997.44,48.22,23.75,94504.12,1355.12
20240527124007,0,997.22,46.04,27.09,35719.11,207.84
20240527125007,0,997.11,43.63,30.77,46535.02,346.1
20240527130007,0,996.94,44.42,29.66,65961.12,646.52
20240527131007,0,996.63,44.76,28.57,60878.48,567.06
20240527132007,0,996.43,45.51,27.06,88469.32,1164.59
20240527133007,0,996.24,47.14,24.2,90313.99,1164.81
20240527134007,0,996.19,47.51,23.27,82795.68,996.51
20240527135007,0,996.19,46.6,24.84,53268.53,451.43
20240527140007,0,996.16,43.92,30.57,43741.15,311.94
20240527141007,0,996.16,41.34,34.67,33881.5,188.62
20240527142007,0,996.26,38.94,41.36,21262.17,81.37
20240527143007,0,996.19,37.72,44.34,25521.75,110.47
20240527144007,0,996.02,39.1,41.3,37372.31,250.83
20240527145007,0,995.74,40.46,37.63,39234.78,281.88
20240527150007,0,995.55,40.38,37.07,36590,241.08
20240527151007,0,995.38,41.54,34.75,46797.17,611.93
20240527152007,0,995.3,43.56,31.17,41579.34,699.01
20240527153007,0,995.35,41.56,34.59,28857.83,258.98
20240527154007,0,995.44,38.26,42.55,26198.41,165.67
20240527155007,0,995.38,37.37,44.65,28830.58,167.64
20240527160007,0,995.08,36.61,46.73,24772.83,134.81
20240527161007,0,994.94,35.89,47.95,15756.83,43.17
20240527162007,0,994.87,34.66,51.48,12223.25,25.92
20240527163007,0,994.73,33.79,55.65,11242.25,21.96
20240527164007,0,994.56,33.61,56.03,12227,26.56
20240527165007,0,994.65,33.21,54.71,11411.58,23.16
20240528090007,0,998.33,25.53,96.56,3055.33,0.99
20240528091007,0,998.29,25.48,97.11,2819.33,0.79
20240528092007,0.03,998.49,25.47,97.22,2230.42,0.48
20240528093007,0.02,999.1,25.2,97.68,1937.42,0.33
20240528094007,0.02,999.09,25.02,98.08,2059.83,0.38
20240528095007,0,998.92,24.85,98.22,2357.25,0.48
20240528100007,0,999.24,24.79,98.41,2117.42,0.43
20240528101007,0,999.46,24.64,98.46,1678.67,0.3
20240528102007,0,999.71,24.49,98.49,1571.08,0.29
20240528103007,0,999.65,24.22,98.24,2763.83,0.75
20240528104007,0,999.84,23.98,98.43,3061.67,0.96
20240528105007,0.04,999.98,23.72,98.47,2717.33,0.89
20240528110007,0.03,999.85,23.64,98.67,4490.25,2.48
20240528111007,0,999.75,23.64,98.71,4117,2.49
20240528112007,0,999.73,23.42,98.67,2908.5,1.41
20240528113007,0,999.6,23.21,98.35,6422.58,6.79
20240528114007,0.03,999.52,23.25,98.42,6501.08,7.76
20240528115007,0,999.57,23.72,98.04,10149.58,18.27
20240528120007,0,999.57,24.69,96.28,26559.33,132.22
20240528121007,0,999.46,25.66,96.02,21922.17,86.7
20240528122007,0,999.38,25.67,95.02,19193.25,66.15
20240528123007,0,999.15,24.96,94.06,19772.25,69.41
20240528124007,0,999.02,24.88,94.01,16566.41,48.3
20240528125007,0,998.86,24.96,94.5,14747.17,41.28
20240528130007,0,998.66,25.21,90.37,19763.25,68.44
20240528131007,0,998.52,25.01,89.89,14979.33,38.28
20240528132007,0,998.36,24.88,88.74,14335.67,33.94
20240528133007,0,998.47,24.73,88.52,12178.61,23.98
20240528134007,0,998.65,24.8,88.01,15777.46,41.55
20240528135007,0,998.91,25.31,85.73,17148.58,48.1
20240528140007,0,999.02,25.16,83.39,13674.58,31.69
20240528141007,0,999.15,24.87,83,12512.25,25.74
20240528142007,0,999.38,24.73,82.51,12084.08,23.62
20240528143007,0,999.55,24.56,83.71,11205.75,21.14
20240528144007,0,999.9,23.85,86.31,9343.05,14.1
20240528145007,0,1000.23,23.67,87.62,8998.42,13.5
20240528150007,0,1000.38,23.11,91.1,10791.83,18.45
20240528151007,0,1000.43,22.74,92.68,11666,24.96
20240528152007,0,1000.41,22.63,93.73,11371.42,20.6
20240528153007,0,1000.34,22.54,94.03,10723.17,18.66
20240528154007,0,1000.36,22.51,93.35,10118.33,17.2
20240528155007,0,1000.35,22.48,92.97,9866,16.02
20240528160007,0,1000.28,22.56,92.17,8612.42,12.55
20240528161007,0,1000.27,22.42,92.98,5765.58,5.83
20240528162007,0,1000.32,22.3,94.42,4556.58,3.62
20240528163007,0,1000.32,22.18,95.17,4462.25,3.62
20240528164007,0,1000.34,22.12,94.74,3531.67,2.27
20240528165007,0,1000.37,22.01,94.39,3066.75,1.71
20240529090007,0,1004.97,44.06,21.58,97746.4,1490.51
20240529091007,0,1004.82,42.45,22.61,82708.54,1090.17
20240529092007,0,1004.72,42.66,22.72,96495.78,1401.43
20240529093007,0,1004.67,43.74,20.87,104995.54,1609.17
20240529094007,0,1004.63,42.69,21.5,105872.77,1648.33
20240529095007,0,1004.54,40.23,24.12,77244.42,910.82
20240529100007,0,1004.59,37.11,29.58,70070.04,762.3
20240529101007,0,1004.53,38.76,27.88,89264.44,1186.93
20240529102007,0,1004.46,39.69,26.12,78918.57,980.16
20240529103007,0,1004.41,37.63,29.86,62246.62,628.99
20240529104007,0,1004.34,37.68,30.36,75906.11,917.19
20240529105007,0,1004.28,38.53,29.81,85009.26,1116.17
20240529110007,0,1004.13,38.34,29.78,77012.62,927.37
20240529111007,0,1003.93,39.13,28.36,89565.59,1246.58
20240529112007,0,1003.8,40.82,25.89,62967.71,661.83
20240529113007,0,1003.83,37.77,31.52,65460.69,707.46
20240529114007,0,1003.81,37.47,32.67,56057.64,530.83
20240529115007,0,1003.7,36.46,35.61,89962.7,1308.51
20240529120007,0,1003.63,37.98,32.69,62635.1,656.08
20240529121007,0,1003.58,37.75,32.98,74245.98,926.25
20240529122007,0,1003.45,38.29,31.54,75498.94,945.63
20240529123007,0,1003.35,37.78,32.8,58817.11,586.46
20240529124007,0,1003.25,37.87,32.63,75278.1,856.32
20240529125007,0,1003.16,37.81,32.46,52090.33,449.81
20240529130007,0,1003.09,36.73,35.1,44829.88,336.07
20240529131007,0,1002.97,35.61,37.4,51706.15,427.82
20240529132007,0,1002.89,34.55,39.99,30300.94,171.91
20240529133007,0,1002.82,32.9,44.11,23534.67,103.63
20240529134007,0,1002.74,32.75,44.19,26873,128.82
20240529135007,0,1002.7,32.91,43.53,31089.33,167.25
20240529140007,0,1002.68,32.89,43.42,32019.33,176.54
20240529141007,0,1002.71,32.36,45.36,35824.58,213.66
20240529142007,0,1002.65,31.94,47.61,37630.83,234.62
20240529143007,0,1002.62,32.62,46.22,38451.43,246.17
20240529144007,0,1002.62,33.04,45.19,36197.08,222.27
20240529145007,0,1002.53,32.72,45.78,33389.16,188.91
